Campaign Name,Email,Email Provider,Lead Status,Verification Status,Interest Status,phone,website,lastName,firstName,companyName,personalization,email,campaign,jobTitle,linkedIn,location,PhoneNumber,companyDomain,Telefoonnummer
"RijFlow OFFICIAL",info@rijschoolanil.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolanil.nl/,,,Rijschool Anil Aksakal,,info@rijschoolanil.nl,,,,,,,402129423
"RijFlow OFFICIAL",info@verkeersschoolweijers.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.verkeersschoolweijers.nl/,,,Verkeersschool Weijers,,info@verkeersschoolweijers.nl,,,,,,,023 547 63 33
"RijFlow OFFICIAL",info@autorijschoolmulders.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool S. Mulders,,info@autorijschoolmulders.nl,,,,,,,0412 47 98 83
"RijFlow OFFICIAL",info@nivoxl.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://INFO@rijschoolnivo.nl/,,,Rijschool NivoXL,,info@nivoxl.nl,,,,,,,024 35 050 35
"RijFlow OFFICIAL",info@rijschoolwestfriesland.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolwestfriesland.nl/,,,Rijschool West-Friesland,,info@rijschoolwestfriesland.nl,,,,,,,0229 75 77 74
"RijFlow OFFICIAL",info@wigersrijopleiding.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.wigers.nl/,,,Wigers Rijopleiding,,info@wigersrijopleiding.nl,,,,,,,0592399626
"RijFlow OFFICIAL",fam.polderdijk@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Rijles Ben,,fam.polderdijk@hotmail.com,,,,,,,011 3269529
"RijFlow OFFICIAL",mila.soerin@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool Tolhek,,mila.soerin@gmail.com,,,,,,,0153 61 16 38
"RijFlow OFFICIAL",yunusemre_elif@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,2move autorijschool,,yunusemre_elif@hotmail.com,,,,,,,026 848 07 79
"RijFlow OFFICIAL",rijfris@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,http://www.rijfris.nl/,,,Rijfris.nl,,rijfris@gmail.com,,,,,,,0237435503
"RijFlow OFFICIAL",janeninekedd@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,http://famddekker@zeelandnet.nl/,,,Autorij- en verkeersschool Jan den Dekker,,janeninekedd@hotmail.com,,,,,,,0113581550
"RijFlow OFFICIAL",info@derijlesjuf.nl,Zoho,Active | Not yet contacted,Verified,Lead,,None,,,De rijles juf,,info@derijlesjuf.nl,,,,,,,None
"RijFlow OFFICIAL",rijschoolrawa@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Rawa-I,,rijschoolrawa@hotmail.com,,,,,,,0612433433
"RijFlow OFFICIAL",info@autorijschoolreinink.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Reinink,,info@autorijschoolreinink.nl,,,,,,,0524 51 31 51
"RijFlow OFFICIAL",rob@mento.nu,Other,Active | Not yet contacted,Verified,Lead,,http://www.mento.nu/,,,Mento,,rob@mento.nu,,,,,,,0529 45 58 31
"RijFlow OFFICIAL",info@autorijschoolpoul.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolpoul.nl/,,,Autorijschool Poul,,info@autorijschoolpoul.nl,,,,,,,0299 46 01 51
"RijFlow OFFICIAL",faridkazimi@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool-Atlas,,faridkazimi@hotmail.com,,,,,,,None
"RijFlow OFFICIAL",rijlespijl@kpnmail.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolpijl.nl/,,,Pijl Rijschool B.V.,,rijlespijl@kpnmail.nl,,,,,,,0184 63 27 36
"RijFlow OFFICIAL",info@rijschoolgras.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolgras.nl/,,,Rijschool Gras,,info@rijschoolgras.nl,,,,,,,046 452 81 64
"RijFlow OFFICIAL",info@verkeersschooldeflits.nl,Google,Active | Not yet contacted,Verified,Lead,,http://www.rijschool-denhaag.info/,,,Verkeersschool de Flits,,info@verkeersschooldeflits.nl,,,,,,,06 50 40 47 89
"RijFlow OFFICIAL",info@cumlaude.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.cumlaude.nl/,,,Cum Laude,,info@cumlaude.nl,,,,,,,None
"RijFlow OFFICIAL",nvanrees@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool N. v. Rees,,nvanrees@gmail.com,,,,,,,0184 66 23 34
"RijFlow OFFICIAL",info@rijschooltwienia.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool T.Wienia,,info@rijschooltwienia.nl,,,,,,,None
"RijFlow OFFICIAL",info@lespunt.nl,Other,Active | Not yet contacted,Verified,Lead,,https://lespunt.nl/,,,Lespunt Opleidingen B.V.,,info@lespunt.nl,,,,,,,0186 840 554
"RijFlow OFFICIAL",hakima_anass@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Karroum,,hakima_anass@live.nl,,,,,,,None
"RijFlow OFFICIAL",info@rijschool-kamminga.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschool-kamminga.nl/,,,Rijschool F. Kamminga,,info@rijschool-kamminga.nl,,,,,,,050 302 42 19
"RijFlow OFFICIAL",info@rijschoolgoes.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolgoes.nl/,,,Rijschool Goes,,info@rijschoolgoes.nl,,,,,,,06 46 39 09 00
"RijFlow OFFICIAL",h.geerligs@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Geerligs,,h.geerligs@live.nl,,,,,,,0513 55 18 02
"RijFlow OFFICIAL",info@rijschoolgijsvanwijk.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolgijsvanwijk.nl/,,,Rijschool Gijs Van Wijk,,info@rijschoolgijsvanwijk.nl,,,,,,,0344 61 15 03
"RijFlow OFFICIAL",h.jansen37@telfort.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool Jansen Apeldoorn,,h.jansen37@telfort.nl,,,,,,,06 34 83 00 41
"RijFlow OFFICIAL",info@frankschuurman.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.frankschuurman.nl/,,,Verkeersschool Frank Schuurman,,info@frankschuurman.nl,,,,,,,055 366 43 63
"RijFlow OFFICIAL",info@rijlekker.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Rij Lekker,,info@rijlekker.nl,,,,,,,010 455 34 04
"RijFlow OFFICIAL",info@rijschoolberghuis.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolberghuis.nl/,,,Autorijschool Berghuis,,info@rijschoolberghuis.nl,,,,,,,06 29 33 00 24
"RijFlow OFFICIAL",menno@rijschoolmenno.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool Menno,,menno@rijschoolmenno.nl,,,,,,,595551875
"RijFlow OFFICIAL",derijschool@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,http://rijschoolrozendale.nl/,,,Rijschool Rozendale,,derijschool@gmail.com,,,,,,,0515 416254
"RijFlow OFFICIAL",info@verkeersschoolvrijenburg.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.verkeersschoolvrijenburg.nl/,,,Verkeersschool Vrijenburg,,info@verkeersschoolvrijenburg.nl,,,,,,,0180 853418
"RijFlow OFFICIAL",info@a1-rijbewijs.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.a1-rijschool.nl/,,,A-One Autorijopleiding,,info@a1-rijbewijs.nl,,,,,,,079 320 06 68
"RijFlow OFFICIAL",info@rijschoolomdelinde.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool Om de Linde,,info@rijschoolomdelinde.nl,,,,,,,06 27 01 21 77
"RijFlow OFFICIAL",info@alkar.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.alkar.nl/,,,Alkar.nl,,info@alkar.nl,,,,,,,06 33919161
"RijFlow OFFICIAL",info@rijschool-safety.nl,Google,Active | Not yet contacted,Verified,Lead,,https://rijschool-safety.nl/,,,Verkeersopleidingscentrum Safety,,info@rijschool-safety.nl,,,,,,,None
"RijFlow OFFICIAL",twm.schepens@hetnet.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,STS Schepens Trainingen en Support,,twm.schepens@hetnet.nl,,,,,,,0485 32 17 78
"RijFlow OFFICIAL",p.dwars@planet.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.peterdwars.nl/,,,Rijopleiding Peter Dwars,,p.dwars@planet.nl,,,,,,,0575 56 10 65
"RijFlow OFFICIAL",fajsmeets@home.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool Frank Smeets,,fajsmeets@home.nl,,,,,,,0475 59 52 43
"RijFlow OFFICIAL",verkeersschool@nicovanswam.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.nicovanswam.nl/,,,Verkeersschool Nico van Swam,,verkeersschool@nicovanswam.nl,,,,,,,0487 59 36 23
"RijFlow OFFICIAL",gunoifte@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool TakeControl,,gunoifte@gmail.com,,,,,,,010 291 09 46
"RijFlow OFFICIAL",info@autorijschoolron.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolron.nl/,,,Autorijschool Ron,,info@autorijschoolron.nl,,,,,,,038 3374078
"RijFlow OFFICIAL",info@autorijschooldeproefrit.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.autorijschooldeproefrit.nl/,,,Autorijschool de Proefrit,,info@autorijschooldeproefrit.nl,,,,,,,0345 50 20 08
"RijFlow OFFICIAL",henkvandereerden@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Motor- en Autorijschool/Motoroccassions Henk van der Eerden,,henkvandereerden@hotmail.com,,,,,,,073 623 12 12
"RijFlow OFFICIAL",marcelturk@tiscali.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolmarcelturk.nl/,,,Autorijschool Marcel Turk,,marcelturk@tiscali.nl,,,,,,,071 589 43 41
"RijFlow OFFICIAL",gremmen@xmsnet.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Gremmen,,gremmen@xmsnet.nl,,,,,,,024 641 63 11
"RijFlow OFFICIAL",info@rijschoolmanders.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolmanders.nl/,,,Rijschool Manders,,info@rijschoolmanders.nl,,,,,,,0403686553
"RijFlow OFFICIAL",info@rijschoolmaas.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolmaas.nl/,,,Auto- en Motorrijschool Maas,,info@rijschoolmaas.nl,,,,,,,0413 35 20 52
"RijFlow OFFICIAL",info@safetydrivers.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.safetydrivers.nl/,,,Safety Drivers,,info@safetydrivers.nl,,,,,,,06 41 28 28 73
"RijFlow OFFICIAL",info@enjoy2drive.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.enjoy2drive.nl/,,,Enjoy2Drive,,info@enjoy2drive.nl,,,,,,,06 13 73 37 47
"RijFlow OFFICIAL",info@dinkla-balk.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.dinkla-balk.nl/,,,Dinkla Verkeersopleidingen B.V.,,info@dinkla-balk.nl,,,,,,,0514 60 33 81
"RijFlow OFFICIAL",info@eurodrive.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.eurodrive.nl/,,,Autorijschool Euro Drive,,info@eurodrive.nl,,,,,,,010 212 50 00
"RijFlow OFFICIAL",boxmeer2003@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Auto Rijschool Succes,,boxmeer2003@hotmail.com,,,,,,,None
"RijFlow OFFICIAL",info@verkeersschoolhurkmans.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.verkeersschoolhurkmans.nl/,,,Verkeersschool Hurkmans,,info@verkeersschoolhurkmans.nl,,,,,,,06 10 22 61 07
"RijFlow OFFICIAL",autorijschool.osman@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Mattie,,autorijschool.osman@gmail.com,,,,,,,None
"RijFlow OFFICIAL",renaldo70@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Verkeersschool Eurotel,,renaldo70@hotmail.com,,,,,,,None
"RijFlow OFFICIAL",info@autorijschoolloor.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolloor.nl/,,,Autorijschool Loor,,info@autorijschoolloor.nl,,,,,,,050 541 51 51
"RijFlow OFFICIAL",benaskar65@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Rij-Mo,,benaskar65@hotmail.com,,,,,,,None
"RijFlow OFFICIAL",info@rijschool-traffic.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschool-traffic.nl/,,,Autorijschool Traffic,,info@rijschool-traffic.nl,,,,,,,0345 47 67 55
"RijFlow OFFICIAL",info@rijschooldeweg.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool De Weg,,info@rijschooldeweg.nl,,,,,,,0528 26 60 55
"RijFlow OFFICIAL",info@mariosmulders.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.mariosmulders.nl/,,,Auto- en Motorrijschool Mario Smulders,,info@mariosmulders.nl,,,,,,,040 285 84 51
"RijFlow OFFICIAL",kromkamprijopleiding@ziggo.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolkromkamp.nl/,,,Kromkamp Rijopleiding,,kromkamprijopleiding@ziggo.nl,,,,,,,079 321 31 19
"RijFlow OFFICIAL",m_sammy@live.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,DJASWANT,,m_sammy@live.com,,,,,,,070 364 88 81
"RijFlow OFFICIAL",info@autorijschoolpeter.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolpeter.nl/,,,Autorijschool Peter,,info@autorijschoolpeter.nl,,,,,,,06 51 57 96 69
"RijFlow OFFICIAL",marcel@rijschoolgraauw.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolgraauw.nl/,,,Rijschool Graauw,,marcel@rijschoolgraauw.nl,,,,,,,06 40 01 47 61
"RijFlow OFFICIAL",marten@rijschoolmidfryslan.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool Mid-Fryslan,,marten@rijschoolmidfryslan.nl,,,,,,,0566842806
"RijFlow OFFICIAL",info@rijschoolrandstad.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolrandstad.nl/,,,Autorijschool Randstad,,info@rijschoolrandstad.nl,,,,,,,06 14 66 69 00
"RijFlow OFFICIAL",info@renebeumer.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.renebeumer.nl/,,,Rijschool René Beumer,,info@renebeumer.nl,,,,,,,None
"RijFlow OFFICIAL",centra@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Centra,,centra@live.nl,,,,,,,06 26 06 00 20
"RijFlow OFFICIAL",hans@derijbewijsschool.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,De Rijbewijs School Hans van der Beek,,hans@derijbewijsschool.nl,,,,,,,0487 56 29 31
"RijFlow OFFICIAL",verkeersschoolverkade@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,http://www.verkeersschoolverkade.nl/,,,Verkeersschool Verkade,,verkeersschoolverkade@gmail.com,,,,,,,0416 66 16 41
"RijFlow OFFICIAL",info@cordewenerscholing.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.cordewenerscholing.nl/,,,Cordewener Scholing en Training B.V.,,info@cordewenerscholing.nl,,,,,,,06 43 37 84 43
"RijFlow OFFICIAL",dbolt@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool Bolt,,dbolt@live.nl,,,,,,,050 230 95 63
"RijFlow OFFICIAL",natasja@rijschool-kool.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschool-kool.nl/,,,Rijschool Kool Culemborg,,natasja@rijschool-kool.nl,,,,,,,0345 51 53 49
"RijFlow OFFICIAL",info@ruber.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.ruber.nl/sittard,,,Autorijschool Ruber Sittard / Frans-Bert Ruber,,info@ruber.nl,,,,,,,046 458 12 06
"RijFlow OFFICIAL",ma081275@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Martijn Bakker,,ma081275@hotmail.com,,,,,,,040 2575 232
"RijFlow OFFICIAL",info@jdekkers.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.jdekkers.nl/,,,Rijschool Jan Dekkers,,info@jdekkers.nl,,,,,,,073 599 10 86
"RijFlow OFFICIAL",mysticblue24@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Kattenbroek,,mysticblue24@gmail.com,,,,,,,033 456 52 21
"RijFlow OFFICIAL",administratie@rijschoolcity.nl,Google,Active | Not yet contacted,Verified,Lead,,https://rijschoolcity.nl/,,,Verkeerschool City B.V.,,administratie@rijschoolcity.nl,,,,,,,None
"RijFlow OFFICIAL",info@andrevelders.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool André Velders,,info@andrevelders.nl,,,,,,,0344 63 20 74
"RijFlow OFFICIAL",skye_nl@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Easy Drive,,skye_nl@hotmail.com,,,,,,,010 462 58 24
"RijFlow OFFICIAL",autorijschoolflex@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool Flex,,autorijschoolflex@live.nl,,,,,,,078 617 57 84
"RijFlow OFFICIAL",info@autorijschoolwitbreuk.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolwitbreuk.nl/,,,Autorijschool Witbreuk,,info@autorijschoolwitbreuk.nl,,,,,,,074 357 57 88
"RijFlow OFFICIAL",autorijschoolnohar@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Nohar,,autorijschoolnohar@hotmail.com,,,,,,,None
"RijFlow OFFICIAL",info@rijschoolinthepocket.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool in the Pocket,,info@rijschoolinthepocket.nl,,,,,,,047 525 62 56
"RijFlow OFFICIAL",drive2b@outlook.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Drive 2 B,,drive2b@outlook.com,,,,,,,0111 41 78 06
"RijFlow OFFICIAL",info@johanvanderhorst.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.johanvanderhorst.nl/,,,Rijopleiding Johan Vd Horst,,info@johanvanderhorst.nl,,,,,,,611479720
"RijFlow OFFICIAL",info@melsbos.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.melsbos.nl/,,,Autorijschool Bos,,info@melsbos.nl,,,,,,,0345 68 41 62
"RijFlow OFFICIAL",info.verkeerswijs@home.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Verkeerswijs,,info.verkeerswijs@home.nl,,,,,,,045 575 36 05
"RijFlow OFFICIAL",henkenbaukje@hetnet.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Jagersma,,henkenbaukje@hetnet.nl,,,,,,,0511447455
"RijFlow OFFICIAL",rijschoolribberink@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolribberink.nl/,,,Autorijschool H.A.F. Ribberink,,rijschoolribberink@hotmail.com,,,,,,,0523 26 61 32
"RijFlow OFFICIAL",e.gaasenbeek@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,None,,,Emile Gaasenbeek t.h.o.d.n. LesGo,,e.gaasenbeek@gmail.com,,,,,,,041 240 27 49
"RijFlow OFFICIAL",contact@rijschoolnjoy.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschoolnjoy.nl/,,,Rijschool Njoy,,contact@rijschoolnjoy.nl,,,,,,,0598617962
"RijFlow OFFICIAL",robin@drivestrong.nl,Google,Active | Not yet contacted,Verified,Lead,,None,,,Drive strong B.V.,,robin@drivestrong.nl,,,,,,,0858001226
"RijFlow OFFICIAL",b.kandemir@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool B.K. Dialoog,,b.kandemir@live.nl,,,,,,,None
"RijFlow OFFICIAL",info@lessoner.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.lessoner.nl/,,,Rijopleiding Lessoner.nl,,info@lessoner.nl,,,,,,,040 251 11 60
"RijFlow OFFICIAL",mmink@kpnmail.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,M. Mink,,mmink@kpnmail.nl,,,,,,,030 603 75 41
"RijFlow OFFICIAL",stanzo1000@yahoo.com,Yahoo,Active | Not yet contacted,Verified,Lead,,None,,,Universeel Traffic (Stanzo),,stanzo1000@yahoo.com,,,,,,,06 34 32 35 33
"RijFlow OFFICIAL",info@vvzrijopleiding.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.vvzrijopleiding.nl/,,,VVZ Rijopleiding,,info@vvzrijopleiding.nl,,,,,,,023  844 38 58
"RijFlow OFFICIAL",mauricetognini@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Maurice Tognini t.h.o.d.n. NXXT,,mauricetognini@hotmail.com,,,,,,,0516542663
"RijFlow OFFICIAL",vhoutum@live.com,Microsoft,Active | Not yet contacted,Verified,Lead,,http://www.vhoutum.nl/,,,Van Houtum Rijopleiding,,vhoutum@live.com,,,,,,,040 254 04 02
"RijFlow OFFICIAL",maarten.sk@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Marcel Streefkerk,,maarten.sk@hotmail.com,,,,,,,105224001
"RijFlow OFFICIAL",robert_mohan@msn.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool Lotus,,robert_mohan@msn.com,,,,,,,06 23 89 62 55
"RijFlow OFFICIAL",cerdic.vankalken@lesgo.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Cerdic Rijschool,,cerdic.vankalken@lesgo.nl,,,,,,,0854017199
"RijFlow OFFICIAL",w.arends7@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,http://www.vandijkverkeersopleidingen.nl/,,,Van Dijk Verkeersopleidingen,,w.arends7@gmail.com,,,,,,,0582120640
"RijFlow OFFICIAL",o.mahabier@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Come And Get It,,o.mahabier@hotmail.com,,,,,,,0180 46 48 55
"RijFlow OFFICIAL",info@autorijschoolgeijtenbeek.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolgeijtenbeek.nl/,,,Autorijschool Geijtenbeek,,info@autorijschoolgeijtenbeek.nl,,,,,,,0332 86 55 74
"RijFlow OFFICIAL",sieperda@home.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijdenbijmiranda.nl/,,,Verkeersschool Miranda,,sieperda@home.nl,,,,,,,051 557 69 54
"RijFlow OFFICIAL",info@baxopleidingen.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,https://www.baxopleidingen.nl/,,,Bax Opleidingen,,info@baxopleidingen.nl,,,,,,,None
"RijFlow OFFICIAL",robert.draaijer@online.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,R. Draaijer Verkeersopleidingen,,robert.draaijer@online.nl,,,,,,,0570 65 37 09
"RijFlow OFFICIAL",djanssen49@outlook.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool D. Janssen,,djanssen49@outlook.com,,,,,,,0318 46 16 95
"RijFlow OFFICIAL",autorijschooladvanlieshout@gmail.com,Google,Active | Not yet contacted,Verified,Lead,,http://www.autorijschooladvanlieshout.nl/,,,Rijschool Ad Van Lieshout,,autorijschooladvanlieshout@gmail.com,,,,,,,040 253 62 78
"RijFlow OFFICIAL",info@autorijschoolevanweert.nl,Other,Active | Not yet contacted,Verified,Lead,,None,,,Autorijschool E. van Weert,,info@autorijschoolevanweert.nl,,,,,,,0735323952
"RijFlow OFFICIAL",sylvia@autorijschoolfier.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.autorijschoolfier.nl/,,,Autorijschool FIER VOF,,sylvia@autorijschoolfier.nl,,,,,,,06 18 02 45 77
"RijFlow OFFICIAL",info@rijschool-speed.nl,Other,Active | Not yet contacted,Verified,Lead,,http://www.rijschool-speed.nl/,,,Autorijschool Speed,,info@rijschool-speed.nl,,,,,,,085 0433 070
"RijFlow OFFICIAL",c_van_vught@hotmail.com,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Rijschool Chris Van Vught,,c_van_vught@hotmail.com,,,,,,,0413 22 42 72
"RijFlow OFFICIAL",m.anema@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Safane Rijschool,,m.anema@live.nl,,,,,,,0402220668
"RijFlow OFFICIAL",moen65@live.nl,Microsoft,Active | Not yet contacted,Verified,Lead,,None,,,Verkeersschool Direct,,moen65@live.nl,,,,,,,0108445629
