Campaign Name,Email,Email Provider,Lead Status,Verification Status,Interest Status,phone,website,lastName,firstName,companyName,personalization,email,campaign,jobTitle,linkedIn,location,PhoneNumber,companyDomain,Telefoonnummer
"RijFlow Invalid emails",r-dl@live.nl,Microsoft,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool RdL,,r-dl@live.nl,,,,,,,06 50 74 20 87
"RijFlow Invalid emails",info@succes-opleidingen.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.verkeersschoolsucces.nl/,,,Verkeersschool Succes,,info@succes-opleidingen.nl,,,,,,,06 41 32 43 64
"RijFlow Invalid emails",info@autorijschoolkort.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.autorijschoolkort.nl/,,,Autorijschool R. Kort,,info@autorijschoolkort.nl,,,,,,,None
"RijFlow Invalid emails",villafeenstra@knid.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.rijschoolfeenstra.nl/,,,Autorijschool Feenstra,,villafeenstra@knid.nl,,,,,,,0519321517
"RijFlow Invalid emails",info@mk-rijopleiding.nl,Not Found,Active | Not yet contacted,Invalid,Lead,,https://www.cbr.nl/rijbewijstips,,,MK Rijopleiding,,info@mk-rijopleiding.nl,,,,,06 19 53 89 66,,
"RijFlow Invalid emails",info@autorijschoolerendag.nl,Not Found,Active | Not yet contacted,Invalid,Lead,,http://www.autorijschoolerendag.nl/,,,Autorijschool Erendag,,info@autorijschoolerendag.nl,,,,,,,0643877960
"RijFlow Invalid emails",piet-koster@hotmail.com,Microsoft,Active | Not yet contacted,Invalid,Lead,,http://www.verkeersschoolpietkoster.nl/,,,Verkeersschool Piet Koster,,piet-koster@hotmail.com,,,,,,,0317 41 65 11
"RijFlow Invalid emails",info@autorijschool4wheels.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool 4Wheels,,info@autorijschool4wheels.nl,,,,,,,0252 68 87 27
"RijFlow Invalid emails",k-momeni@yahoo.com,Yahoo,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool Nawied,,k-momeni@yahoo.com,,,,,,,035 623 01 24
"RijFlow Invalid emails",info@rijschoolheijmink.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.rijschoolheijmink.nl/,,,Autorijschool Heijmink,,info@rijschoolheijmink.nl,,,,,,,0316 54 22 53
"RijFlow Invalid emails",info@vandienrijschool.nl,Microsoft,Active | Not yet contacted,Invalid,Lead,,http://www.vandienrijschool.nl/,,,Verkeersschool van Dien,,info@vandienrijschool.nl,,,,,,,06 27 80 59 28
"RijFlow Invalid emails",rijopleiding@vanletopleidingen.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.rijopleidingvanlet.nl/,,,Rijopleiding VanLet,,rijopleiding@vanletopleidingen.nl,,,,,,,040 284 44 36
"RijFlow Invalid emails",info@autorijschool-kerklaan.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.autorijschool-kerklaan.nl/,,,Autorijschool Kerklaan,,info@autorijschool-kerklaan.nl,,,,,,,010 521 2241
"RijFlow Invalid emails",info@schiprowski.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Auto- en Motorrijschool Schiprowski,,info@schiprowski.nl,,,,,,,045 532 44 15
"RijFlow Invalid emails",info@autorijschoolorhan.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool Orhan,,info@autorijschoolorhan.nl,,,,,,,030 261 85 83
"RijFlow Invalid emails",info@pibiri.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool Pibiri,,info@pibiri.nl,,,,,,,0464112737
"RijFlow Invalid emails",pierlo@hetnet.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool Gestel,,pierlo@hetnet.nl,,,,,,,06 51 17 46 76
"RijFlow Invalid emails",info@verkeersschool-sijtsma.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.verkeersschool-sijtsma.nl/,,,Verkeersschool Sijtsma,,info@verkeersschool-sijtsma.nl,,,,,,,058 213 99 33
"RijFlow Invalid emails",info@lake-rijopleiding.nl,Other,Active | Not yet contacted,Invalid,Lead,,https://lake-rijopleiding.nl/,,,LAKÉ Rijopleiding,,info@lake-rijopleiding.nl,,,,,,,010 8410 446
"RijFlow Invalid emails",info@driversseat.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool Driversseat,,info@driversseat.nl,,,,,,,0544 37 72 20
"RijFlow Invalid emails",info@ronvanarnhem.nl,Not Found,Active | Not yet contacted,Invalid,Lead,,http://www.ronvanarnhem.nl/,,,Autorijschool Van Arnhem,,info@ronvanarnhem.nl,,,,,,,0180 66 29 84
"RijFlow Invalid emails",bj@bj-srijopleiding.nl,Not Found,Active | Not yet contacted,Invalid,Lead,,http://www.bjs-rijopleiding.nl/,,,Bj'S Rij-Opleiding,,bj@bj-srijopleiding.nl,,,,,,,0596 61 31 22
"RijFlow Invalid emails",info@autorijschoolgoedhart.nl,Other,Active | Not yet contacted,Invalid,Lead,,https://www.cbr.nl/rijbewijstips,,,Autorijschool Goedhart,,info@autorijschoolgoedhart.nl,,,,,None,,
"RijFlow Invalid emails",info@autorijschoolstrijp.nl,Not Found,Active | Not yet contacted,Invalid,Lead,,http://www.autorijschoolstrijp.nl/,,,Autorijschool Strijp,,info@autorijschoolstrijp.nl,,,,,,,040 252 80 87
"RijFlow Invalid emails",a.boer-tcj@kpnplanet.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Rijschool Boer,,a.boer-tcj@kpnplanet.nl,,,,,,,0599 21 22 70
"RijFlow Invalid emails",informatie@veronicaverkeersschool.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.veronicaverkeersschool.nl/,,,Veronica Verkeersschool B.V.,,informatie@veronicaverkeersschool.nl,,,,,,,030 273 08 40
"RijFlow Invalid emails",info@all-in-one.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.all-in-one.nl/,,,autorijschool start to go,,info@all-in-one.nl,,,,,,,085 003 10 11
"RijFlow Invalid emails",jan@struijcken.nl,Other,Active | Not yet contacted,Invalid,Lead,,https://www.rijschoolstruijcken.nl/,,,Rijschool Struijcken,,jan@struijcken.nl,,,,,,,None
"RijFlow Invalid emails",info@moto-city.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Moto-City,,info@moto-city.nl,,,,,,,None
"RijFlow Invalid emails",mattijs.denedel@nederveen.com,Microsoft,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool Matthijs den Edel t.h.o.d.n. Nederveen,,mattijs.denedel@nederveen.com,,,,,,,01846 51 3244
"RijFlow Invalid emails",info@tentuynte.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.tentuynte.nl/,,,Rijschool ten Tuynte,,info@tentuynte.nl,,,,,,,0518452442
"RijFlow Invalid emails",info@keystone.nu,Other,Active | Not yet contacted,Invalid,Lead,,http://www.keystone.nu/,,,Keystone Verkeerseducatie,,info@keystone.nu,,,,,,,030 633 60 88
"RijFlow Invalid emails",info@autorijschoolaltena.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.autorijschoolaltena.nl/,,,Autorijschool Altena,,info@autorijschoolaltena.nl,,,,,,,0523858882
"RijFlow Invalid emails",autorijschool-susan@hotmail.com,Microsoft,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool Susan,,autorijschool-susan@hotmail.com,,,,,,,None
"RijFlow Invalid emails",wilmavansteenbergen@zonnet.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,W. Alleblas,,wilmavansteenbergen@zonnet.nl,,,,,,,015 256 39 40
"RijFlow Invalid emails",info@hielkema-verkeersschool.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.hielkema-verkeersschool.nl/,,,Verkeersschool Hielkema B.V.,,info@hielkema-verkeersschool.nl,,,,,,,0513 62 42 04
"RijFlow Invalid emails",info@cakmak.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.cakmak.nl/,,,Autorijschool Çakmak,,info@cakmak.nl,,,,,,,654691861
"RijFlow Invalid emails",info@skyrijschool.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.skyrijschool.nl/,,,Sky rijschool,,info@skyrijschool.nl,,,,,,,033 752 20 72
"RijFlow Invalid emails",info@autorijschooldeeglantier.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool De Eglantier,,info@autorijschooldeeglantier.nl,,,,,,,055 533 72 20
"RijFlow Invalid emails",info@rijschool-wolvega.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.rijschool-wolvega.nl/,,,Rijschool MIENSTRA.nl,,info@rijschool-wolvega.nl,,,,,,,0561 49 92 86
"RijFlow Invalid emails",autorijschool-hassin@hotmail.com,Microsoft,Active | Not yet contacted,Invalid,Lead,,None,,,Rijschool Ideaal,,autorijschool-hassin@hotmail.com,,,,,,,0486 45 17 29
"RijFlow Invalid emails",info@drivesafety.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.drivesafety.nl/,,,Drive Safety Rijschool,,info@drivesafety.nl,,,,,,,None
"RijFlow Invalid emails",a.kuik@voce.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.rijschoolvoce.nl/,,,A. Kuik h/o V.O.C.E. Coevorden,,a.kuik@voce.nl,,,,,,,0524 51 78 22
"RijFlow Invalid emails",info@actief-rijopleiding.nl,Not Found,Active | Not yet contacted,Invalid,Lead,,http://actief-rijopleiding.nl/,,,Rijschool Ben Haddi,,info@actief-rijopleiding.nl,,,,,,,None
"RijFlow Invalid emails",www.antonio1@zonnet.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Rijschool Antonio,,www.antonio1@zonnet.nl,,,,,,,0183 56 26 22
"RijFlow Invalid emails",d.beckers@kpnplanet.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Verkeersschool Beckers,,d.beckers@kpnplanet.nl,,,,,,,0418 51 03 39
"RijFlow Invalid emails",info@voc-limburg.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.voc-limburg.nl/,,,voc-limburg.nl,,info@voc-limburg.nl,,,,,,,046 451 82 24
"RijFlow Invalid emails",info@corenron.nl,Other,Active | Not yet contacted,Invalid,Lead,,https://rijschoolcorenron.nl/,,,CORENRON.NL,,info@corenron.nl,,,,,,,050 2300 336
"RijFlow Invalid emails",e.j.herlaar@planet.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.verkeersschoolzebra.nl/,,,Rijschool Zebra,,e.j.herlaar@planet.nl,,,,,,,0318 54 22 19
"RijFlow Invalid emails",rijschool-haak@xs4all.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Rijschool Haak,,rijschool-haak@xs4all.nl,,,,,,,0152 564 618
"RijFlow Invalid emails",autorijschoolkishen@live.nl,Microsoft,Active | Not yet contacted,Invalid,Lead,,None,,,Autorijschool Kishen,,autorijschoolkishen@live.nl,,,,,,,070 380 56 46
"RijFlow Invalid emails",nfo@verkeersacademiechristian.nl,Other,Active | Not yet contacted,Invalid,Lead,,https://www.verkeersacademiechristian.nl/,,,Verkeersacademie Christian,,nfo@verkeersacademiechristian.nl,,,,,,,06 17 17 97 46
"RijFlow Invalid emails",wwdeboerkuipers@home.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,V.o.f. Autorijschool Willem & Geldou de Boer,,wwdeboerkuipers@home.nl,,,,,,,0515 57 95 74
"RijFlow Invalid emails",info@seatbelt.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.seatbelt.nl/,,,Rijschool Seatbelt,,info@seatbelt.nl,,,,,,,038 454 95 44
"RijFlow Invalid emails",info@rij-safe.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,Rij-Safe,,info@rij-safe.nl,,,,,,,078 842 10 78
"RijFlow Invalid emails",info@rijbewijsplus.nl,Not Found,Active | Not yet contacted,Invalid,Lead,,None,,,P. Heins Rijopleidingen,,info@rijbewijsplus.nl,,,,,,,073 59 94 111
"RijFlow Invalid emails",utrecht@anwb-rijopleiding.nl,Other,Active | Not yet contacted,Invalid,Lead,,None,,,ANWB Rijopleiding E&R,,utrecht@anwb-rijopleiding.nl,,,,,,,030 606 79 54
"RijFlow Invalid emails",info@dejongverkeersopleidingen.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.dejongverkeersopleidingen.nl/,,,Autorijschool De Jong,,info@dejongverkeersopleidingen.nl,,,,,,,0515 57 71 32
"RijFlow Invalid emails",isaad.vandervoorde@gmail.com,Google,Active | Not yet contacted,Invalid,Lead,,None,,,Aad van der Voorde,,isaad.vandervoorde@gmail.com,,,,,,,0597 33 26 06
"RijFlow Invalid emails",info@jukrijopleidingen.nl,Other,Active | Not yet contacted,Invalid,Lead,,http://www.jukrijopleidingen.nl/,,,Juk Rijopleidingen,,info@jukrijopleidingen.nl,,,,,,,06 57 68 39 20
"RijFlow Invalid emails",onnoroell@nxxt.nl,Microsoft,Active | Not yet contacted,Invalid,Lead,,None,,,InterVent Enjoy Driving,,onnoroell@nxxt.nl,,,,,,,0102131678
