"RijschoolNaam"," Telefoonnummer"," Email"," Website","ZB Status","ZB Sub status","ZB Account","ZB Domain","ZB First Name","ZB Last Name","ZB Gender","ZB Free Email","ZB MX Found","ZB MX Record","ZB SMTP Provider","ZB Did You Mean","ZB Last Known Activity","ZB Activity Data Count","ZB Activity Data Types","ZB Activity Data Channels"
"Verkeersschool Istha","0224 53 15 86","info@istha.nl","http://www.istha.nl/","do_not_mail","role_based","info","istha.nl","","","","False","true","istha-nl.mail.protection.outlook.com","microsoft","","","","",""
"Verkeersschool Jongejan","0223 64 18 05","info@verkeersschool-jongejan.nl","http://www.verkeersschool-jongejan.nl/","do_not_mail","role_based","info","verkeersschool-jongejan.nl","","","","False","true","mail.verkeersschool-jongejan.nl","","","","","",""
"Verkeersschool Noordzee","015 212 39 38","info@nzdelft.nl","http://www.nzdelft.nl/","do_not_mail","role_based","info","nzdelft.nl","","","","False","true","mail.nzdelft.nl","","","","","",""
"Verkeersschool Versterre","None","info@versterre.nl","http://www.versterre.nl/","do_not_mail","role_based","info","versterre.nl","","","","False","true","mail.versterre.nl","","","","","",""
"Auto- en Motorrijschool Leo Zwakenberg","0548 61 16 06","info@rijschool-zwakenberg.nl","None","do_not_mail","role_based_catch_all","info","rijschool-zwakenberg.nl","","","","False","true","rijschoolzwakenberg-nl02c.mail.protection.outlook.com","microsoft","","","","",""
"Autorijschool Ebbers","074 266 75 75","info@verkeersschoolebbers.nl","http://www.verkeersschoolebbers.nl/","do_not_mail","role_based","info","verkeersschoolebbers.nl","","","","False","true","mx01.provider.nl","","","","","",""
"Hartemink Verkeersopleidingen B.V.","0545 47 20 10","info@hartemink.nl","http://www.hartemink.nl/","do_not_mail","role_based_catch_all","info","hartemink.nl","","","","False","true","hartemink-nl.mail.protection.outlook.com","microsoft","","","","",""
"Hofman Advies Training en Opleiding","085 273 63 60","info@janhofman.nl","None","do_not_mail","role_based","info","janhofman.nl","","","","False","true","janhofman-nl.mail.protection.outlook.com","microsoft","","","","",""
"Marissink Rijopleidingen","06 225 408 75","info@marissinkrijopleidingen.nl","http://www.marissinkrijopleidingen.nl/","do_not_mail","role_based","info","marissinkrijopleidingen.nl","","","","False","true","mx10.antispam.mailspamprotection.com","siteground","","","","",""
"Rijopleiding Edwin Rutgers","0548 65 56 71","info@edwinrutgers.nl","http://www.edwinrutgers.nl/","do_not_mail","role_based_catch_all","info","edwinrutgers.nl","","","","False","true","spamrelay.zxcs.nl","","","","","",""
"Rijschool Berno Harmsen","548544329","info@rijschoolbernoharmsen.nl","None","do_not_mail","role_based","info","rijschoolbernoharmsen.nl","","","","False","true","rijschoolbernoharmsen.nl","","","","","",""
"Rijschool Bianca","0546 64 44 77","info@rijschoolbianca.nl","http://www.rijschoolbianca.nl/","do_not_mail","role_based_catch_all","info","rijschoolbianca.nl","","","","False","true","mail.rijschoolbianca.nl","","","","","",""
"Rijschool Emmanuel","0546 86 65 60","info@rijschoolemmanuel.nl","http://www.rijschoolemmanuel.nl/","do_not_mail","role_based","info","rijschoolemmanuel.nl","","","","False","false","","","","","","",""
"Verkeersschool Drive-Easy","053 477 02 20","info@drive-easy.nl","http://www.drive-easy.nl/","do_not_mail","role_based","info","drive-easy.nl","","","","False","true","mail.bouwhuisit.nl","","","","","",""
"Verkeersschool Wagenmans","0548 61 34 38","info@rijschool-wagenmans.nl","None","do_not_mail","role_based","info","rijschool-wagenmans.nl","","","","False","true","mail.invendi.net","","","","","",""
"Autorijschool J. Weeling","020 684 97 10","info@weeling.nl","http://www.weeling.nl/","do_not_mail","role_based_catch_all","info","weeling.nl","","","","False","true","mailin1.weeling.nl","","","","","",""
"Autorijschool Marcel Haaima","023 561 19 21","info@rijschoolhaaima.nl","None","do_not_mail","role_based","info","rijschoolhaaima.nl","","","","False","true","mxs10.esmero.nl","","","","","",""
"Autorijschool Nieuw Amsterdam B.V.","None","info@rijschoolnieuwamsterdam.nl","http://www.rijschoolnieuwamsterdam.nl/","do_not_mail","role_based_catch_all","info","rijschoolnieuwamsterdam.nl","","","","False","true","spamrelay.zxcs.nl","","","","","",""
"Autorijschool Sandra Bakker","None","info@rijschoolbakker.nl","http://www.rijschoolbakker.nl/","do_not_mail","role_based","info","rijschoolbakker.nl","","","","False","true","mail1.isnnl.com","","","","","",""
"autorijschool sylvia borst","020 681 46 41","info@autorijschoolsylviaborst.nl","http://www.autorijschoolsylviaborst.nl/","do_not_mail","role_based","info","autorijschoolsylviaborst.nl","","","","False","true","mail.autorijschoolsylviaborst.nl","","","","","",""
"High Quality Drivingschool Holland","036 533 78 99","info@hq-driving.nl","http://www.hq-driving.nl/","do_not_mail","role_based","info","hq-driving.nl","","","","False","true","aspmx.l.google.com","g-suite","","","","",""
